condition,task,run,model,timestamp,success,input_tokens,input_tokens_cached,output_tokens,reasoning_tokens,total_cost_usd,wall_clock_seconds,turn_count,command_count,error_count
pinchtab,read_static_page,1,claude-sonnet-4-6,2026-03-25T20:15:13.535Z,true,60666,38581,148,0,0.09661080000000001,8.658,2,0,0
chrome-devtools-mcp,read_static_page,1,claude-sonnet-4-6,2026-03-25T20:15:17.990Z,true,136638,136634,188,0,0.043822200000000006,13.267,3,0,0
chrome-devtools-mcp-search,read_static_page,1,claude-sonnet-4-6,2026-03-25T20:15:19.673Z,true,122537,120675,345,0,0.048354749999999995,15.533,4,0,0
pinchtab,read_static_page,2,claude-sonnet-4-6,2026-03-25T20:15:28.272Z,true,90975,68808,222,0,0.10709565000000001,10.909,3,0,0
chrome-devtools-mcp-code,read_static_page,1,claude-sonnet-4-6,2026-03-25T20:15:31.008Z,true,92023,91516,369,0,0.03488805,22.088,3,0,0
agent-browser,read_static_page,1,claude-sonnet-4-6,2026-03-25T20:15:31.783Z,true,92616,70186,222,0,0.10849529999999999,22.682,3,0,0
chrome-devtools-mcp,read_static_page,2,claude-sonnet-4-6,2026-03-25T20:15:39.747Z,true,135030,103756,188,0,0.1512213,15.541,3,0,0
chrome-devtools-mcp-search,read_static_page,2,claude-sonnet-4-6,2026-03-25T20:15:41.471Z,true,122521,100108,344,0,0.1192359,15.279,4,0,0
chrome-devtools-mcp-code,read_static_page,2,claude-sonnet-4-6,2026-03-25T20:15:47.044Z,true,92012,69707,368,0,0.11007285,9.91,3,0,0
pinchtab,read_static_page,3,claude-sonnet-4-6,2026-03-25T20:15:49.355Z,true,90949,68551,213,0,0.10774979999999999,10.982,3,0,0
chrome-devtools-mcp,read_static_page,3,claude-sonnet-4-6,2026-03-25T20:15:53.511Z,true,135021,113436,178,0,0.11764155,10.342,3,0,0
chrome-devtools-mcp-search,read_static_page,3,claude-sonnet-4-6,2026-03-25T20:16:02.286Z,true,122497,100093,338,0,0.11910765,16.601,4,0,0
agent-browser,read_static_page,2,claude-sonnet-4-6,2026-03-25T20:16:02.376Z,true,92608,70180,233,0,0.108651,25.968,3,0,0
chrome-devtools-mcp-code,read_static_page,3,claude-sonnet-4-6,2026-03-25T20:16:04.033Z,true,91999,69698,366,0,0.11002515,12.578,3,0,0
pinchtab,read_static_page,4,claude-sonnet-4-6,2026-03-25T20:16:04.605Z,true,90954,68796,233,0,0.1072233,9.586,3,0,0
agent-browser,read_static_page,3,claude-sonnet-4-6,2026-03-25T20:16:17.869Z,true,92597,70173,222,0,0.1084689,11.672,3,0,0
chrome-devtools-mcp-code,read_static_page,4,claude-sonnet-4-6,2026-03-25T20:16:18.788Z,true,91990,69692,369,0,0.11005710000000002,10.233,3,0,0
chrome-devtools-mcp-search,read_static_page,4,claude-sonnet-4-6,2026-03-25T20:16:21.352Z,true,122452,99913,325,0,0.1193649,14.465,4,0,0
pinchtab,read_static_page,5,claude-sonnet-4-6,2026-03-25T20:16:22.036Z,true,90950,68541,238,0,0.10816305,10.101,3,0,0
chrome-devtools-mcp,read_static_page,4,claude-sonnet-4-6,2026-03-25T20:16:26.924Z,true,136629,115044,178,0,0.11812394999999999,27.615,3,0,0
agent-browser,read_static_page,4,claude-sonnet-4-6,2026-03-25T20:16:35.476Z,true,61643,39304,147,0,0.0977652,7.382,2,0,0
pinchtab,wikipedia_fact_lookup,1,claude-sonnet-4-6,2026-03-25T20:16:39.371Z,true,121576,99409,348,0,0.1181652,12.145,4,0,0
chrome-devtools-mcp-code,read_static_page,5,claude-sonnet-4-6,2026-03-25T20:16:42.453Z,true,91996,69696,366,0,0.11002080000000002,19.982,3,0,0
chrome-devtools-mcp-search,read_static_page,5,claude-sonnet-4-6,2026-03-25T20:16:44.932Z,true,122470,100075,330,0,0.11894849999999998,19.656,4,0,0
chrome-devtools-mcp,read_static_page,5,claude-sonnet-4-6,2026-03-25T20:16:51.071Z,true,135006,113426,188,0,0.1177698,20.102,3,0,0
agent-browser,read_static_page,5,claude-sonnet-4-6,2026-03-25T20:16:53.730Z,true,92596,70172,233,0,0.1086336,11.829,3,0,0
chrome-devtools-mcp,wikipedia_fact_lookup,1,claude-sonnet-4-6,2026-03-25T20:17:08.438Z,true,135096,113479,287,0,0.11940945000000001,13.322,3,0,0
agent-browser,wikipedia_fact_lookup,1,claude-sonnet-4-6,2026-03-25T20:17:09.696Z,true,92993,70307,262,0,0.1100916,11.59,3,0,0
pinchtab,wikipedia_fact_lookup,2,claude-sonnet-4-6,2026-03-25T20:17:12.083Z,true,121824,99150,426,0,0.12115875,28.828,4,0,0
chrome-devtools-mcp-code,wikipedia_fact_lookup,1,claude-sonnet-4-6,2026-03-25T20:17:14.167Z,true,168361,140901,644,0,0.1549008,25.363,5,0,0
chrome-devtools-mcp-search,wikipedia_fact_lookup,1,claude-sonnet-4-6,2026-03-25T20:17:15.562Z,true,154554,131452,563,0,0.1345056,24.945,5,0,0
chrome-devtools-mcp,wikipedia_fact_lookup,2,claude-sonnet-4-6,2026-03-25T20:17:28.584Z,true,136705,115081,299,0,0.1200963,16.267,3,0,0
agent-browser,wikipedia_fact_lookup,2,claude-sonnet-4-6,2026-03-25T20:17:32.306Z,true,157878,133665,633,0,0.14038875,16.649,5,0,0
pinchtab,wikipedia_fact_lookup,3,claude-sonnet-4-6,2026-03-25T20:17:41.772Z,true,152994,130355,745,0,0.13517325000000002,22.497,5,0,0
chrome-devtools-mcp,wikipedia_fact_lookup,3,claude-sonnet-4-6,2026-03-25T20:17:48.680Z,true,136696,115075,299,0,0.12008325,16.239,3,0,0
chrome-devtools-mcp-search,wikipedia_fact_lookup,2,claude-sonnet-4-6,2026-03-25T20:17:51.047Z,true,154511,131589,559,0,0.13381170000000003,31.312,5,0,0
agent-browser,wikipedia_fact_lookup,3,claude-sonnet-4-6,2026-03-25T20:18:01.279Z,true,92903,70295,256,0,0.10970550000000001,17.115,3,0,0
chrome-devtools-mcp-code,wikipedia_fact_lookup,2,claude-sonnet-4-6,2026-03-25T20:18:03.977Z,true,318624,289073,1689,0,0.22286565,44.358,9,0,0
chrome-devtools-mcp,wikipedia_fact_lookup,4,claude-sonnet-4-6,2026-03-25T20:18:09.240Z,true,136682,115067,295,0,0.11999834999999999,16.047,3,0,0
chrome-devtools-mcp-code,wikipedia_fact_lookup,3,claude-sonnet-4-6,2026-03-25T20:18:20.519Z,true,92194,69714,404,0,0.1112712,12.423,3,0,0
pinchtab,wikipedia_fact_lookup,4,claude-sonnet-4-6,2026-03-25T20:18:21.540Z,true,121622,99073,349,0,0.11951190000000002,25.499,4,0,0
chrome-devtools-mcp-search,wikipedia_fact_lookup,3,claude-sonnet-4-6,2026-03-25T20:18:22.018Z,true,154500,131422,548,0,0.1341816,22.482,5,0,0
chrome-devtools-mcp,wikipedia_fact_lookup,5,claude-sonnet-4-6,2026-03-25T20:18:30.700Z,true,136681,115065,299,0,0.12006150000000002,14.403,3,0,0
agent-browser,wikipedia_fact_lookup,4,claude-sonnet-4-6,2026-03-25T20:18:30.842Z,true,157746,133879,582,0,0.13839045,20.565,5,0,0
agent-browser,wikipedia_fact_lookup,5,claude-sonnet-4-6,2026-03-25T20:18:48.211Z,true,92888,70285,256,0,0.10968374999999998,12.545,3,0,0
chrome-devtools-mcp-search,wikipedia_fact_lookup,4,claude-sonnet-4-6,2026-03-25T20:18:50.208Z,true,154469,131577,527,0,0.1332156,24.389,5,0,0
pinchtab,wikipedia_fact_lookup,5,claude-sonnet-4-6,2026-03-25T20:18:52.236Z,true,215203,192054,990,0,0.15926895,25.961,7,0,0
chrome-devtools-mcp-code,wikipedia_fact_lookup,4,claude-sonnet-4-6,2026-03-25T20:18:56.080Z,true,240991,212857,1173,0,0.18694860000000002,29.488,7,0,0
chrome-devtools-mcp,github_repo_stars,1,claude-sonnet-4-6,2026-03-25T20:19:01.820Z,true,229826,207137,751,0,0.15848535000000002,26.494,5,0,0
pinchtab,github_repo_stars,1,claude-sonnet-4-6,2026-03-25T20:19:16.119Z,true,125289,100052,446,0,0.1313406,15.624,4,0,0
chrome-devtools-mcp-search,wikipedia_fact_lookup,5,claude-sonnet-4-6,2026-03-25T20:19:20.603Z,true,154375,131324,534,0,0.13384095,26.471,5,0,0
agent-browser,github_repo_stars,1,claude-sonnet-4-6,2026-03-25T20:19:22.130Z,true,159871,134268,657,0,0.14614215,22.686,5,0,0
chrome-devtools-mcp,github_repo_stars,2,claude-sonnet-4-6,2026-03-25T20:19:32.632Z,true,228507,205380,522,0,0.15616575,24.88,5,0,0
pinchtab,github_repo_stars,2,claude-sonnet-4-6,2026-03-25T20:19:37.530Z,true,125249,100030,433,0,0.1310715,15.912,4,0,0
chrome-devtools-mcp-code,wikipedia_fact_lookup,5,claude-sonnet-4-6,2026-03-25T20:19:41.341Z,true,241801,213648,1449,0,0.19139715000000002,39.384,7,0,0
agent-browser,github_repo_stars,2,claude-sonnet-4-6,2026-03-25T20:19:43.631Z,true,127189,101745,431,0,0.13239974999999998,16.553,4,0,0
chrome-devtools-mcp-search,github_repo_stars,1,claude-sonnet-4-6,2026-03-25T20:19:49.947Z,false,29981,8603,8,0,0.08286690000000001,19.844,0,0,0
pinchtab,github_repo_stars,3,claude-sonnet-4-6,2026-03-25T20:19:58.605Z,true,125180,99753,427,0,0.1316784,15.027,4,0,0
agent-browser,github_repo_stars,3,claude-sonnet-4-6,2026-03-25T20:20:05.899Z,true,127185,101735,455,0,0.13277925,16.238,4,0,0
chrome-devtools-mcp,github_repo_stars,3,claude-sonnet-4-6,2026-03-25T20:20:12.008Z,true,231380,207894,718,0,0.16120619999999997,28.965,5,0,0
chrome-devtools-mcp-search,github_repo_stars,2,claude-sonnet-4-6,2026-03-25T20:20:18.448Z,false,29973,8603,0,0,0.08271690000000001,17.887,0,0,0
pinchtab,github_repo_stars,4,claude-sonnet-4-6,2026-03-25T20:20:27.860Z,true,125165,99743,436,0,0.13179165,18.973,4,0,0
agent-browser,github_repo_stars,4,claude-sonnet-4-6,2026-03-25T20:20:41.529Z,true,158613,133571,632,0,0.1434543,30.45,5,0,0
pinchtab,github_repo_stars,5,claude-sonnet-4-6,2026-03-25T20:20:54.064Z,true,124650,99013,427,0,0.1322439,17.331,4,0,0
chrome-devtools-mcp-code,github_repo_stars,1,claude-sonnet-4-6,2026-03-25T20:20:55.424Z,true,547388,513227,3137,0,0.32911485,68.691,15,0,0
chrome-devtools-mcp,github_repo_stars,4,claude-sonnet-4-6,2026-03-25T20:20:58.630Z,true,273230,250295,883,0,0.1743345,41.625,6,0,0
chrome-devtools-mcp-search,github_repo_stars,3,claude-sonnet-4-6,2026-03-25T20:20:59.991Z,false,29973,8603,0,0,0.08271690000000001,30.753,0,0,0
agent-browser,github_repo_stars,5,claude-sonnet-4-6,2026-03-25T20:21:06.727Z,true,127123,101930,506,0,0.13263899999999998,16.922,4,0,0
chrome-devtools-mcp-search,github_repo_stars,4,claude-sonnet-4-6,2026-03-25T20:21:22.660Z,false,29969,8603,0,0,0.0827019,12.931,0,0,0
chrome-devtools-mcp,github_repo_stars,5,claude-sonnet-4-6,2026-03-25T20:21:25.675Z,true,227796,204341,768,0,0.16077405,22.57,5,0,0
agent-browser,httpbin_page_read,1,claude-sonnet-4-6,2026-03-25T20:21:34.205Z,true,93361,70107,401,0,0.11424659999999999,17.273,3,0,0
pinchtab,httpbin_page_read,1,claude-sonnet-4-6,2026-03-25T20:21:44.979Z,false,61326,38550,303,0,0.10151775,13.509,2,0,0
chrome-devtools-mcp-search,github_repo_stars,5,claude-sonnet-4-6,2026-03-25T20:21:55.580Z,false,29967,8603,1,0,0.0827094,22.168,0,0,0
chrome-devtools-mcp,httpbin_page_read,1,claude-sonnet-4-6,2026-03-25T20:22:04.437Z,true,135787,113387,360,0,0.12341309999999998,27.429,3,0,0
agent-browser,httpbin_page_read,2,claude-sonnet-4-6,2026-03-25T20:22:06.292Z,true,93352,69915,401,0,0.11487525,15.867,3,0,0
pinchtab,httpbin_page_read,2,claude-sonnet-4-6,2026-03-25T20:22:18.739Z,true,91621,68745,400,0,0.11240549999999998,15.953,3,0,0
chrome-devtools-mcp-search,httpbin_page_read,1,claude-sonnet-4-6,2026-03-25T20:22:29.000Z,true,121509,95965,420,0,0.13087575,22.516,4,0,0
chrome-devtools-mcp-code,github_repo_stars,2,claude-sonnet-4-6,2026-03-25T20:22:36.390Z,true,511350,478866,2629,0,0.3048985500000001,95.3,14,0,0
chrome-devtools-mcp,httpbin_page_read,2,claude-sonnet-4-6,2026-03-25T20:22:40.578Z,true,137386,114989,360,0,0.12388245,15.341,3,0,0
agent-browser,httpbin_page_read,3,claude-sonnet-4-6,2026-03-25T20:22:43.324Z,true,93341,69909,400,0,0.11483969999999999,13.173,3,0,0
pinchtab,httpbin_page_read,3,claude-sonnet-4-6,2026-03-25T20:22:49.428Z,true,91620,68479,399,0,0.11330445,18.847,3,0,0
chrome-devtools-mcp-search,httpbin_page_read,2,claude-sonnet-4-6,2026-03-25T20:22:56.334Z,true,123106,99932,471,0,0.12394184999999999,18.42,4,0,0
chrome-devtools-mcp,httpbin_page_read,3,claude-sonnet-4-6,2026-03-25T20:23:10.538Z,true,137377,114812,360,0,0.12445935,15.908,3,0,0
pinchtab,httpbin_page_read,4,claude-sonnet-4-6,2026-03-25T20:23:17.745Z,true,61331,38538,331,0,0.1019979,13.936,2,0,0
chrome-devtools-mcp-search,httpbin_page_read,3,claude-sonnet-4-6,2026-03-25T20:23:22.549Z,true,153595,129967,585,0,0.13636410000000002,20.265,5,0,0
agent-browser,httpbin_page_read,4,claude-sonnet-4-6,2026-03-25T20:23:25.592Z,true,93310,69903,396,0,0.11468415000000001,25.721,3,0,0
chrome-devtools-mcp,httpbin_page_read,4,claude-sonnet-4-6,2026-03-25T20:23:38.313Z,true,137368,114977,354,0,0.12376635000000001,15.589,3,0,0
chrome-devtools-mcp-code,github_repo_stars,3,claude-sonnet-4-6,2026-03-25T20:23:38.514Z,true,393743,363908,2312,0,0.25572465,54.115,11,0,0
pinchtab,httpbin_page_read,5,claude-sonnet-4-6,2026-03-25T20:23:40.604Z,true,61302,38537,304,0,0.1014876,9.999,2,0,0
chrome-devtools-mcp-search,httpbin_page_read,4,claude-sonnet-4-6,2026-03-25T20:23:55.220Z,true,153670,130168,600,0,0.1361769,20.99,5,0,0
agent-browser,httpbin_page_read,5,claude-sonnet-4-6,2026-03-25T20:23:55.993Z,true,93325,70083,411,0,0.11434440000000001,12.818,3,0,0
chrome-devtools-mcp,httpbin_page_read,5,claude-sonnet-4-6,2026-03-25T20:24:03.254Z,true,137275,112281,311,0,0.1320738,12.617,3,0,0
chrome-devtools-mcp-code,github_repo_stars,4,claude-sonnet-4-6,2026-03-25T20:24:10.337Z,true,170287,140248,778,0,0.16638615,27.069,5,0,0
pinchtab,wikipedia_table_read,1,claude-sonnet-4-6,2026-03-25T20:24:14.545Z,true,191273,165682,1052,0,0.16144560000000002,29.092,6,0,0
agent-browser,wikipedia_table_read,1,claude-sonnet-4-6,2026-03-25T20:24:17.323Z,true,126468,102034,620,0,0.13153394999999998,16.002,4,0,0
agent-browser,wikipedia_table_read,2,claude-sonnet-4-6,2026-03-25T20:24:37.178Z,true,126771,101836,524,0,0.1319133,13.56,4,0,0
chrome-devtools-mcp-code,github_repo_stars,5,claude-sonnet-4-6,2026-03-25T20:24:39.272Z,true,169586,139890,767,0,0.1648275,23.354,5,0,0
chrome-devtools-mcp,wikipedia_table_read,1,claude-sonnet-4-6,2026-03-25T20:24:40.263Z,true,181219,158807,1097,0,0.14813834999999997,26.864,4,0,0
chrome-devtools-mcp-search,httpbin_page_read,5,claude-sonnet-4-6,2026-03-25T20:24:55.598Z,true,153663,130165,607,0,0.136266,20.118,5,0,0
chrome-devtools-mcp,wikipedia_table_read,2,claude-sonnet-4-6,2026-03-25T20:25:09.242Z,true,229995,207174,840,0,0.16032644999999998,24.565,5,0,0
chrome-devtools-mcp-code,httpbin_page_read,1,claude-sonnet-4-6,2026-03-25T20:25:09.484Z,true,92717,69616,554,0,0.11582055000000001,13.422,3,0,0
pinchtab,wikipedia_table_read,2,claude-sonnet-4-6,2026-03-25T20:25:19.413Z,true,222276,197582,1290,0,0.17122109999999996,60.308,7,0,0
agent-browser,wikipedia_table_read,3,claude-sonnet-4-6,2026-03-25T20:25:27.552Z,true,197296,169563,1860,0,0.1827624,45.388,6,0,0
chrome-devtools-mcp-search,wikipedia_table_read,1,claude-sonnet-4-6,2026-03-25T20:25:36.955Z,true,251439,227312,1407,0,0.1797651,36.215,8,0,0
chrome-devtools-mcp-code,httpbin_page_read,2,claude-sonnet-4-6,2026-03-25T20:25:41.024Z,true,92717,69616,554,0,0.11582055000000001,16.437,3,0,0
chrome-devtools-mcp,wikipedia_table_read,3,claude-sonnet-4-6,2026-03-25T20:25:43.180Z,true,229625,207112,1042,0,0.16218285,30.161,5,0,0
agent-browser,wikipedia_table_read,4,claude-sonnet-4-6,2026-03-25T20:25:48.379Z,true,126808,101824,661,0,0.13414845,15.579,4,0,0
pinchtab,wikipedia_table_read,3,claude-sonnet-4-6,2026-03-25T20:25:48.926Z,true,156184,131890,852,0,0.14344500000000002,24.084,5,0,0
chrome-devtools-mcp-code,httpbin_page_read,3,claude-sonnet-4-6,2026-03-25T20:26:06.760Z,true,92708,69610,554,0,0.11580750000000001,13.916,3,0,0
agent-browser,wikipedia_table_read,5,claude-sonnet-4-6,2026-03-25T20:26:09.768Z,true,126787,101809,655,0,0.13403145,15.187,4,0,0
chrome-devtools-mcp,wikipedia_table_read,4,claude-sonnet-4-6,2026-03-25T20:26:19.697Z,true,230178,207166,1035,0,0.16396529999999998,32.331,5,0,0
pinchtab,wikipedia_table_read,4,claude-sonnet-4-6,2026-03-25T20:26:27.695Z,true,188141,163232,939,0,0.1564581,23.029,6,0,0
chrome-devtools-mcp-code,httpbin_page_read,4,claude-sonnet-4-6,2026-03-25T20:26:34.350Z,true,92696,69602,554,0,0.11579009999999999,16.356,3,0,0
chrome-devtools-mcp,wikipedia_table_read,5,claude-sonnet-4-6,2026-03-25T20:26:54.378Z,true,230143,207233,1276,0,0.1672179,30.177,5,0,0
chrome-devtools-mcp-search,wikipedia_table_read,2,claude-sonnet-4-6,2026-03-25T20:26:57.779Z,true,470402,440680,3107,0,0.2902537500000001,75.98,14,0,0
chrome-devtools-mcp-code,httpbin_page_read,5,claude-sonnet-4-6,2026-03-25T20:27:02.280Z,true,92675,69592,548,0,0.11565585,13.509,3,0,0
agent-browser,wikipedia_link_follow,1,claude-sonnet-4-6,2026-03-25T20:27:05.716Z,true,260851,233809,995,0,0.18646844999999998,48.531,8,0,0
pinchtab,wikipedia_table_read,5,claude-sonnet-4-6,2026-03-25T20:27:26.596Z,true,221804,196299,1459,0,0.17641245,54.648,7,0,0
chrome-devtools-mcp,wikipedia_link_follow,1,claude-sonnet-4-6,2026-03-25T20:27:28.277Z,true,371000,347612,1162,0,0.20941185,29.952,8,0,0
chrome-devtools-mcp-search,wikipedia_table_read,3,claude-sonnet-4-6,2026-03-25T20:27:42.065Z,true,325614,296389,1701,0,0.22401420000000002,39.522,10,0,0
agent-browser,wikipedia_link_follow,2,claude-sonnet-4-6,2026-03-25T20:27:42.371Z,true,260972,235250,999,0,0.18201075,30.699,8,0,0
chrome-devtools-mcp-code,wikipedia_table_read,1,claude-sonnet-4-6,2026-03-25T20:28:05.506Z,true,428668,401718,2781,0,0.26328239999999997,58.028,13,0,0
pinchtab,wikipedia_link_follow,1,claude-sonnet-4-6,2026-03-25T20:28:11.435Z,true,314783,289963,1232,0,0.19853565000000004,39.95,10,0,0
agent-browser,wikipedia_link_follow,3,claude-sonnet-4-6,2026-03-25T20:28:17.696Z,true,227157,201329,826,0,0.1696377,28.577,7,0,0
agent-browser,wikipedia_link_follow,4,claude-sonnet-4-6,2026-03-25T20:28:53.742Z,true,226799,201070,804,0,0.16885874999999997,31.154,7,0,0
pinchtab,wikipedia_link_follow,2,claude-sonnet-4-6,2026-03-25T20:28:57.319Z,true,318109,291965,1367,0,0.20612625,38.959,10,0,0
chrome-devtools-mcp-code,wikipedia_table_read,2,claude-sonnet-4-6,2026-03-25T20:29:09.494Z,true,290509,263556,2835,0,0.22265805,59.03,9,0,0
chrome-devtools-mcp,wikipedia_link_follow,2,claude-sonnet-4-6,2026-03-25T20:29:10.257Z,true,370161,346820,873,0,0.20466299999999998,96.677,8,0,0
chrome-devtools-mcp-search,wikipedia_table_read,4,claude-sonnet-4-6,2026-03-25T20:29:13.270Z,true,503146,473248,3741,0,0.3101933999999999,85.708,15,0,0
agent-browser,wikipedia_link_follow,5,claude-sonnet-4-6,2026-03-25T20:29:34.809Z,true,260762,234851,983,0,0.1823598,36.099,8,0,0
pinchtab,wikipedia_link_follow,3,claude-sonnet-4-6,2026-03-25T20:29:42.827Z,true,315918,290280,1211,0,0.20138325000000004,40.114,10,0,0
chrome-devtools-mcp-code,wikipedia_table_read,3,claude-sonnet-4-6,2026-03-25T20:30:12.941Z,true,354318,328489,3633,0,0.24989144999999996,58.742,11,0,0
chrome-devtools-mcp,wikipedia_link_follow,3,claude-sonnet-4-6,2026-03-25T20:30:18.620Z,true,416507,393347,1004,0,0.21990659999999998,63.246,9,0,0
pinchtab,wikipedia_link_follow,4,claude-sonnet-4-6,2026-03-25T20:30:27.436Z,true,313750,289290,1272,0,0.19758374999999997,40.24,10,0,0
chrome-devtools-mcp-search,wikipedia_table_read,5,claude-sonnet-4-6,2026-03-25T20:30:55.175Z,true,502050,471950,3374,0,0.30505650000000006,95.792,15,0,0
agent-browser,github_navigate_to_file,1,claude-sonnet-4-6,2026-03-25T20:30:57.218Z,false,328199,300807,1890,0,0.22130385,60.32,10,0,0
chrome-devtools-mcp,wikipedia_link_follow,4,claude-sonnet-4-6,2026-03-25T20:30:57.363Z,true,417376,394022,987,0,0.2205816,33.071,9,0,0
chrome-devtools-mcp-code,wikipedia_table_read,4,claude-sonnet-4-6,2026-03-25T20:31:08.044Z,true,321251,296022,2508,0,0.22102709999999995,51.106,10,0,0
pinchtab,wikipedia_link_follow,5,claude-sonnet-4-6,2026-03-25T20:31:27.455Z,true,316039,290123,1272,0,0.20329365,55.239,10,0,0
chrome-devtools-mcp,wikipedia_link_follow,5,claude-sonnet-4-6,2026-03-25T20:31:39.621Z,true,369817,346593,996,0,0.20600115,38.503,8,0,0
chrome-devtools-mcp-search,wikipedia_link_follow,1,claude-sonnet-4-6,2026-03-25T20:31:50.212Z,true,386362,359911,1574,0,0.23076030000000003,49.079,12,0,0
chrome-devtools-mcp-code,wikipedia_table_read,5,claude-sonnet-4-6,2026-03-25T20:32:14.453Z,true,422051,396057,2836,0,0.25882409999999995,62.113,13,0,0
chrome-devtools-mcp-search,wikipedia_link_follow,2,claude-sonnet-4-6,2026-03-25T20:32:42.110Z,true,406778,375986,1801,0,0.25526655000000004,47.757,12,0,0
chrome-devtools-mcp-code,wikipedia_link_follow,1,claude-sonnet-4-6,2026-03-25T20:32:52.890Z,true,226130,199873,1230,0,0.17686965,34.104,7,0,0
pinchtab,github_navigate_to_file,1,claude-sonnet-4-6,2026-03-25T20:32:56.011Z,false,324462,297218,2090,0,0.22267215,67.106,10,0,0
chrome-devtools-mcp,github_navigate_to_file,1,claude-sonnet-4-6,2026-03-25T20:32:59.252Z,false,278637,253768,770,0,0.18093389999999998,37.409,6,0,0
agent-browser,github_navigate_to_file,2,claude-sonnet-4-6,2026-03-25T20:33:27.114Z,true,581438,551673,3971,0,0.33667215,124.049,17,0,0
chrome-devtools-mcp-search,wikipedia_link_follow,3,claude-sonnet-4-6,2026-03-25T20:33:38.926Z,true,402200,372205,1953,0,0.2534235,52.109,12,0,0
chrome-devtools-mcp-code,wikipedia_link_follow,2,claude-sonnet-4-6,2026-03-25T20:34:16.216Z,false,290426,264898,1812,0,0.20237189999999997,56.732,9,0,0
chrome-devtools-mcp,github_navigate_to_file,2,claude-sonnet-4-6,2026-03-25T20:34:30.258Z,false,272534,249872,862,0,0.17286885000000002,43.357,6,0,0
chrome-devtools-mcp-search,wikipedia_link_follow,4,claude-sonnet-4-6,2026-03-25T20:34:32.721Z,true,458026,430242,1985,0,0.26302335,49.555,14,0,0
pinchtab,github_navigate_to_file,2,claude-sonnet-4-6,2026-03-25T20:35:06.383Z,false,439363,409216,3845,0,0.29348054999999995,96.518,13,0,0
agent-browser,github_navigate_to_file,3,claude-sonnet-4-6,2026-03-25T20:35:12.194Z,false,291481,265383,1341,0,0.19758989999999998,64.689,9,0,0
chrome-devtools-mcp-code,wikipedia_link_follow,3,claude-sonnet-4-6,2026-03-25T20:35:17.942Z,false,289582,263464,1996,0,0.20691420000000002,44.999,9,0,0
chrome-devtools-mcp-search,wikipedia_link_follow,5,claude-sonnet-4-6,2026-03-25T20:35:32.535Z,true,424424,365275,2124,0,0.36323774999999997,54.018,13,0,0
chrome-devtools-mcp,github_navigate_to_file,3,claude-sonnet-4-6,2026-03-25T20:36:25.025Z,false,371307,347133,1055,0,0.21061065,54.604,8,0,0
agent-browser,github_navigate_to_file,4,claude-sonnet-4-6,2026-03-25T20:36:30.610Z,true,326368,299884,1630,0,0.21372195000000002,72.212,10,0,0
pinchtab,github_navigate_to_file,3,claude-sonnet-4-6,2026-03-25T20:36:34.099Z,false,187346,162265,713,0,0.15342300000000003,34.021,6,0,0
chrome-devtools-mcp-search,github_navigate_to_file,1,claude-sonnet-4-6,2026-03-25T20:36:37.233Z,false,319796,294852,1411,0,0.20314785,48.606,10,0,0
chrome-devtools-mcp-code,wikipedia_link_follow,4,claude-sonnet-4-6,2026-03-25T20:36:49.329Z,true,448893,417984,2930,0,0.28524345,69.359,13,0,0
chrome-devtools-mcp-search,github_navigate_to_file,2,claude-sonnet-4-6,2026-03-25T20:37:03.019Z,false,29923,8603,0,0,0.0825294,15.294,0,0,0
chrome-devtools-mcp-search,github_navigate_to_file,3,claude-sonnet-4-6,2026-03-25T20:37:36.008Z,false,29923,8603,0,0,0.0825294,17.966,0,0,0
chrome-devtools-mcp-code,wikipedia_link_follow,5,claude-sonnet-4-6,2026-03-25T20:37:50.240Z,true,310907,274149,1589,0,0.24391544999999998,45.452,8,0,0
chrome-devtools-mcp,github_navigate_to_file,4,claude-sonnet-4-6,2026-03-25T20:38:00.455Z,false,567356,540723,1701,0,0.28759440000000003,63.082,12,0,0
